vi_period,vi_threshold,stop_loss_pct,take_profit_pct,trailing_stop_pct,final_equity,total_return,max_drawdown,win_rate,profit_factor,num_trades,score
24,0.35,0.025,0.06,0.025,9891.012513000001,-0.010898748699999851,0.017498118324915664,0.38636363636363635,0.8447783347281401,88,-0.010898748699999851
24,0.25,0.03,0.04,0.025,9890.293456,-0.010970654400000057,0.021147904634804995,0.38666666666666666,0.8901447958181355,150,-0.010970654400000057
24,0.25,0.025,0.04,0.025,9890.293456,-0.010970654400000057,0.021147904634804995,0.38666666666666666,0.8901447958181355,150,-0.010970654400000057
24,0.35,0.03,0.08,0.025,9890.171090000002,-0.010982890999999837,0.017498118324915664,0.3953488372093023,0.8320581465454118,86,-0.010982890999999837
24,0.35,0.025,0.08,0.025,9890.171090000002,-0.010982890999999837,0.017498118324915664,0.3953488372093023,0.8320581465454118,86,-0.010982890999999837
21,0.5,0.025,0.04,0.025,9884.480475000002,-0.011551952499999789,0.019016655935177245,0.3958333333333333,0.6889579381044952,48,-0.011551952499999789
21,0.5,0.03,0.04,0.025,9884.480475000002,-0.011551952499999789,0.019016655935177245,0.3958333333333333,0.6889579381044952,48,-0.011551952499999789
21,0.5,0.02,0.04,0.025,9882.360519000005,-0.01176394809999947,0.01768768878034054,0.3877551020408163,0.6860375035002816,49,-0.01176394809999947
24,0.3,0.025,0.06,0.02,9881.954426,-0.011804557399999976,0.023033110665434054,0.33088235294117646,0.8337657613428877,136,-0.011804557399999976
24,0.3,0.02,0.06,0.02,9881.954426,-0.011804557399999976,0.023033110665434054,0.33088235294117646,0.8337657613428877,136,-0.011804557399999976
24,0.3,0.03,0.06,0.02,9881.954426,-0.011804557399999976,0.023033110665434054,0.33088235294117646,0.8337657613428877,136,-0.011804557399999976
24,0.45,0.03,0.08,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.02,0.06,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.02,0.07,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
24,0.45,0.02,0.05,0.01,9879.478731000003,-0.012052126899999712,0.013099828214948176,0.2631578947368421,0.6151346992495028,95,-0.012052126899999712
